id	versenyid	soforid	csapatid	helyezes	pont	korok
4898	246	64	28	NULL	0	0
4899	247	65	22	1	10	61
4900	247	55	6	2	6	61
4901	247	14	3	3	4	61
4902	247	44	27	4	3	61
4903	247	87	1	5	2	61
4904	247	49	15	6	1	60
4905	247	94	18	7	0	60
4906	247	63	25	8	0	60
4907	247	96	15	9	0	60
4908	247	69	18	10	0	60
4909	247	22	17	11	0	59
4910	247	92	30	12	0	58
4911	247	90	28	NULL	0	48
4912	247	30	22	NULL	0	45
4913	247	71	3	NULL	0	45
4914	247	97	29	NULL	0	28
4915	247	79	25	NULL	0	22
4916	247	85	30	NULL	0	21
4917	247	57	1	NULL	0	20
4918	247	77	6	NULL	0	20
4919	247	84	27	NULL	0	16
4920	247	89	29	NULL	0	16
4921	247	64	28	NULL	0	13
4922	247	56	17	NULL	0	2
4923	248	30	22	1	10	45
4924	248	14	3	2	6	45
4925	248	77	6	3	4	45
4926	248	65	22	4	3	45
4927	248	96	15	5	2	44
4928	248	88	27	6	1	44
4929	248	79	25	7	0	44
4930	248	85	30	8	0	42
4931	248	56	17	9	0	41
4932	248	57	1	NULL	0	33
4933	248	49	15	NULL	0	32
4934	248	69	18	NULL	0	28
4935	248	86	30	NULL	0	27
4936	248	90	28	NULL	0	27
4937	248	22	17	NULL	0	20
4938	248	87	1	NULL	0	17
4939	248	44	27	NULL	0	13
4940	248	55	6	NULL	0	12
4941	248	94	18	NULL	0	11
4942	248	89	29	NULL	0	9
4943	248	64	28	NULL	0	8
4944	248	71	3	NULL	0	1
4945	248	63	25	NULL	0	0
4946	248	97	29	NULL	0	0
4947	249	71	3	1	10	77
4948	249	14	3	2	6	77
4949	249	77	6	3	4	76
4950	249	65	22	4	3	76
4951	249	49	15	5	2	76
4952	249	44	27	6	1	76
4953	249	22	17	7	0	76
4954	249	69	18	8	0	75
4955	249	83	18	9	0	74
4956	249	96	15	10	0	74
4957	249	30	22	11	0	73
4958	249	85	30	12	0	73
4959	249	56	17	NULL	0	70
4960	249	84	27	NULL	0	67
4961	249	63	25	NULL	0	58
4962	249	87	1	NULL	0	54
4963	249	79	25	NULL	0	46
4964	249	97	29	NULL	0	45
4965	249	55	6	NULL	0	42
4966	249	64	28	NULL	0	32
4967	249	89	29	NULL	0	13
4968	249	90	28	NULL	0	8
4969	249	86	30	NULL	0	5
4970	249	57	1	NULL	0	3
4971	250	30	22	1	10	44
4972	250	71	3	2	6	44
4973	250	84	27	3	4	44
4974	250	49	15	4	3	44
4975	250	87	1	5	2	44
4976	250	22	17	6	1	44
4977	250	65	22	7	0	44
4978	250	63	25	8	0	44
4979	250	44	27	9	0	44
4980	250	83	18	10	0	44
4981	250	96	15	11	0	43
4982	250	89	29	12	0	43
4983	250	64	28	13	0	42
4984	250	90	28	14	0	42
4985	250	79	25	NULL	0	28
4986	250	86	30	NULL	0	27
4987	250	69	18	NULL	0	23
4988	250	77	6	NULL	0	22
4989	250	56	17	NULL	0	21
4990	250	97	29	NULL	0	20
4991	250	85	30	NULL	0	18
4992	250	14	3	NULL	0	13
4993	250	55	6	NULL	0	4
4994	250	57	1	NULL	0	1
4995	251	65	22	1	10	53
4996	251	57	1	2	6	53
4997	251	49	15	3	4	53
4998	251	87	1	4	3	53
4999	251	63	25	5	2	52
5000	251	96	15	6	1	52
5001	251	97	29	7	0	52
5002	251	89	29	8	0	52
5003	251	64	28	9	0	50
5004	251	79	25	10	0	47
5005	251	55	6	NULL	0	45
5006	251	22	17	NULL	0	43
5007	251	56	17	NULL	0	40
5008	251	77	6	NULL	0	32
5009	251	69	18	NULL	0	26
5010	251	30	22	NULL	0	23
5011	251	71	3	NULL	0	23
5012	251	44	27	NULL	0	20
5013	251	14	3	NULL	0	13
5014	251	84	27	NULL	0	10
5015	251	86	30	NULL	0	6
5016	251	83	18	NULL	0	0
5017	251	85	30	NULL	0	0
5018	251	90	28	NULL	0	0
5019	252	14	3	1	10	71
5020	252	30	22	2	6	71
5021	252	71	3	3	4	71
5022	252	77	6	4	3	71
5023	252	55	6	5	2	71
5024	252	49	15	6	1	70
5025	252	65	22	7	0	70
5026	252	84	27	8	0	70
5027	252	87	1	9	0	70
5028	252	56	17	10	0	70
5029	252	22	17	11	0	70
5030	252	96	15	12	0	70
5031	252	63	25	13	0	69
5032	252	69	18	14	0	68
5033	252	89	29	15	0	68
5034	252	64	28	16	0	66
5035	252	90	28	17	0	64
5036	252	85	30	NULL	0	53
5037	252	57	1	NULL	0	44
5038	252	98	30	NULL	0	14
5039	252	44	27	NULL	0	10
5040	252	83	18	NULL	0	7
5041	252	79	25	NULL	0	0
5042	252	97	29	NULL	0	0
5043	253	30	22	1	10	67
5044	253	55	6	2	6	67
5045	253	14	3	3	4	67
5046	253	22	17	4	3	66
5047	253	65	22	5	2	66
5048	253	56	17	6	1	66
5049	253	84	27	7	0	66
5050	253	57	1	8	0	65
5051	253	83	18	9	0	64
5052	253	63	25	10	0	64
5053	253	69	18	11	0	64
5054	253	97	29	12	0	64
5055	253	64	28	13	0	62
5056	253	99	25	14	0	61
5057	253	98	30	15	0	60
5058	253	71	3	NULL	0	58
5059	253	85	30	NULL	0	45
5060	253	96	15	NULL	0	44
5061	253	77	6	NULL	0	40
5062	253	90	28	NULL	0	22
5063	253	49	15	NULL	0	17
5064	253	44	27	NULL	0	14
5065	253	87	1	NULL	0	14
5066	253	89	29	NULL	0	0
5067	254	30	22	1	10	83
5068	254	14	3	2	6	83
5069	254	71	3	3	4	83
5070	254	77	6	4	3	82
5071	254	55	6	5	2	82
5072	254	65	22	6	1	82
5073	254	49	15	7	0	82
5074	254	44	27	8	0	81
5075	254	87	1	9	0	81
5076	254	76	1	10	0	81
5077	254	56	17	11	0	81
5078	254	63	25	12	0	80
5079	254	83	18	13	0	80
5080	254	79	25	14	0	80
5081	254	69	18	15	0	80
5082	254	90	28	16	0	78
5083	254	64	28	17	0	77
5084	254	22	17	NULL	0	67
5085	254	81	29	NULL	0	63
5086	254	89	29	NULL	0	38
5087	254	85	30	NULL	0	14
5088	254	88	27	NULL	0	10
5089	254	96	15	NULL	0	7
5090	254	92	30	NULL	0	2
5091	255	30	22	1	10	53
5092	255	57	1	2	6	53
5093	255	65	22	3	4	53
5094	255	56	17	4	3	53
5095	255	44	27	5	2	52
5096	255	63	25	6	1	52
5097	255	87	1	7	0	52
5098	255	49	15	8	0	52
5099	255	69	18	9	0	51
5100	255	91	15	10	0	51
5101	255	83	18	11	0	51
5102	255	89	29	12	0	51
5103	255	71	3	NULL	0	40
5104	255	14	3	NULL	0	39
5105	255	64	28	NULL	0	32
5106	255	55	6	NULL	0	24
5107	255	85	30	NULL	0	23
5108	255	77	6	NULL	0	16
5109	255	22	17	NULL	0	15
5110	255	79	25	NULL	0	12
5111	255	92	30	NULL	0	6
5112	255	90	28	NULL	0	1
5113	255	81	29	NULL	0	0
5114	255	88	27	NULL	0	0
5115	256	71	3	1	10	81
5116	256	44	27	2	6	79
5117	256	81	29	3	4	79
5118	256	87	1	4	3	79
5119	256	63	25	5	2	78
5120	256	83	18	6	1	78
5121	256	64	28	7	0	77
5122	256	92	30	8	0	76
5123	256	79	25	NULL	0	70
5124	256	65	22	NULL	0	69
5125	256	56	17	NULL	0	62
5126	256	49	15	NULL	0	39
5127	256	77	6	NULL	0	34
5128	256	84	27	NULL	0	29
5129	256	30	22	NULL	0	25
5130	256	55	6	NULL	0	23
5131	256	90	28	NULL	0	21
5132	256	22	17	NULL	0	20
5133	256	14	3	NULL	0	19
5134	256	89	29	NULL	0	15
5135	256	91	15	NULL	0	8
5136	256	85	30	NULL	0	2
5137	256	69	18	NULL	0	0
5138	256	57	1	NULL	0	0
5139	257	30	22	1	10	71
5140	257	71	3	2	6	70
5141	257	55	6	3	4	70
5142	257	22	17	4	3	70
5143	257	79	25	5	2	69
5144	257	91	15	6	1	69
5145	257	65	32	7	0	69
5146	257	94	18	8	0	69
5147	257	100	33	9	0	68
5148	257	83	32	10	0	68
5149	257	44	27	11	0	68
5150	257	101	31	12	0	67
5151	257	102	3	NULL	0	55
5152	257	84	1	NULL	0	34
5153	257	56	17	NULL	0	34
5154	257	50	22	NULL	0	34
5155	257	103	27	NULL	0	33
5156	257	87	25	NULL	0	21
5157	257	104	29	NULL	0	21
5158	257	49	15	NULL	0	15
5159	257	57	1	NULL	0	13
5160	257	105	18	NULL	0	7
5161	257	81	29	NULL	0	5
5162	257	77	6	NULL	0	5
5163	257	106	33	NULL	0	2
5164	257	92	30	NULL	0	1
5165	257	107	31	NULL	0	0
5166	257	108	30	NULL	0	0
5167	258	30	22	1	10	83
5168	258	77	6	2	6	83
5169	258	22	17	3	4	82
5170	258	104	29	4	3	82
5171	258	49	15	5	2	82
5172	258	100	33	6	1	80
5173	258	65	32	7	0	80
5174	258	83	32	8	0	79
5175	258	44	27	9	0	78
5176	258	103	27	10	0	78
5177	258	107	31	11	0	78
5178	258	81	29	NULL	0	69
5179	258	91	15	NULL	0	69
5180	258	105	18	NULL	0	69
5181	258	84	1	NULL	0	67
5182	258	94	18	NULL	0	63
5183	258	50	22	NULL	0	54
5184	258	71	3	NULL	0	49
5185	258	88	17	NULL	0	44
5186	258	79	25	NULL	0	42
5187	258	57	1	NULL	0	19
5188	258	106	33	NULL	0	14
5189	258	101	31	NULL	0	2
5190	258	102	3	NULL	0	0
5191	258	78	6	NULL	0	0
5192	258	87	25	NULL	0	0
5193	258	92	30	NULL	0	0
5194	258	108	30	NULL	0	0
5195	259	30	22	1	10	58
5196	259	78	6	2	6	58
5197	259	57	1	3	4	58
5198	259	91	15	4	3	58
5199	259	79	25	5	2	57
5200	259	71	3	6	1	57
5201	259	49	15	7	0	57
5202	259	84	1	8	0	57
5203	259	87	25	9	0	56
5204	259	65	32	10	0	56
5205	259	44	27	11	0	56
5206	259	103	27	12	0	55
5207	259	104	29	13	0	54
5208	259	110	17	NULL	0	49
5209	259	105	18	NULL	0	44
5210	259	81	29	NULL	0	40
5211	259	94	18	NULL	0	37
5212	259	101	31	NULL	0	27
5213	259	92	30	NULL	0	23
5214	259	106	33	NULL	0	17
5215	259	77	6	NULL	0	16
5216	259	102	3	NULL	0	5
5217	259	100	33	NULL	0	5
5218	259	109	22	NULL	0	0
5219	259	83	32	NULL	0	0
5220	259	107	31	NULL	0	0
5221	259	22	17	NULL	0	0
5222	259	108	30	NULL	0	0
5223	260	30	22	1	10	78
5224	260	84	1	2	6	78
5225	260	77	6	3	4	78
5226	260	110	17	4	3	77
5227	260	55	6	5	2	77
5228	260	105	18	6	1	77
5229	260	109	22	7	0	77
5230	260	106	33	8	0	76
5231	260	44	27	9	0	76
5232	260	100	33	10	0	75
5233	260	83	32	11	0	73
5234	260	65	32	NULL	0	68
5235	260	108	30	NULL	0	53
5236	260	92	30	NULL	0	49
5237	260	104	29	NULL	0	47
5238	260	101	31	NULL	0	45
5239	260	87	25	NULL	0	40
5240	260	79	25	NULL	0	38
5241	260	103	27	NULL	0	34
5242	260	22	17	NULL	0	27
5243	260	57	1	NULL	0	0
5244	260	71	3	NULL	0	0
5245	260	81	29	NULL	0	0
5246	260	94	18	NULL	0	0
5247	260	49	15	NULL	0	0
5248	260	91	15	NULL	0	0
5249	261	71	3	1	10	65
5250	261	30	22	2	6	65
5251	261	87	25	3	4	65
5252	261	55	6	4	3	64
5253	261	94	18	5	2	64
5254	261	56	17	6	1	64
5255	261	44	27	7	0	63
5256	261	103	27	8	0	62
5257	261	70	32	9	0	62
5258	261	101	31	10	0	61
5259	261	84	1	11	0	59
5260	261	109	22	NULL	0	53
5261	261	57	1	NULL	0	48
5262	261	65	32	NULL	0	41
5263	261	22	17	NULL	0	39
5264	261	104	29	NULL	0	35
5265	261	14	3	NULL	0	32
5266	261	92	30	NULL	0	32
5267	261	77	6	NULL	0	27
5268	261	81	29	NULL	0	24
5269	261	49	15	NULL	0	21
5270	261	100	33	NULL	0	19
5271	261	79	25	NULL	0	16
5272	261	105	18	NULL	0	4
5273	261	108	30	NULL	0	2
5274	261	106	33	NULL	0	0
5275	261	85	31	NULL	0	0
5276	262	30	22	1	10	69
5277	262	71	3	2	6	69
5278	262	55	6	3	4	69
5279	262	77	6	4	3	69
5280	262	14	3	5	2	68
5281	262	109	22	6	1	68
5282	262	22	17	7	0	68
5283	262	65	32	8	0	68
5284	262	94	18	9	0	68
5285	262	87	25	10	0	67
5286	262	105	18	11	0	67
5287	262	44	27	12	0	67
5288	262	103	27	13	0	66
5289	262	101	31	14	0	65
5290	262	70	32	15	0	62
5291	262	104	29	NULL	0	68
5292	262	57	1	NULL	0	61
5293	262	106	33	NULL	0	57
5294	262	81	29	NULL	0	50
5295	262	92	30	NULL	0	47
5296	262	100	33	NULL	0	45
5297	262	79	25	NULL	0	44
5298	262	56	17	NULL	0	40
5299	262	110	15	NULL	0	24
5300	262	49	15	NULL	0	5
5301	262	84	1	NULL	0	3
5302	262	108	30	NULL	0	0
5303	263	30	22	1	10	72
5304	263	71	3	2	6	72
5305	263	77	6	3	4	72
5306	263	49	15	4	3	71
5307	263	94	18	5	2	70
5308	263	110	15	6	1	70
5309	263	65	32	7	0	70
5310	263	104	29	8	0	70
5311	263	111	31	9	0	68
5312	263	87	25	10	0	67
5313	263	100	33	11	0	66
5314	263	79	25	NULL	0	53
5315	263	57	1	NULL	0	48
5316	263	95	3	NULL	0	45
5317	263	55	6	NULL	0	41
5318	263	22	17	NULL	0	41
5319	263	103	27	NULL	0	40
5320	263	106	33	NULL	0	36
5321	263	84	1	NULL	0	29
5322	263	81	29	NULL	0	28
5323	263	44	27	NULL	0	28
5324	263	101	31	NULL	0	28
5325	263	50	22	NULL	0	25
5326	263	56	17	NULL	0	24
5327	263	105	18	NULL	0	21
5328	263	70	32	NULL	0	20
5329	263	108	30	NULL	0	0
5330	263	92	30	NULL	0	0
5331	264	71	3	1	10	60
5332	264	55	6	2	6	60
5333	264	57	1	3	4	60
5334	264	22	17	4	3	60
5335	264	14	3	5	2	59
5336	264	79	25	6	1	59
5337	264	49	15	7	0	59
5338	264	50	22	8	0	59
5339	264	104	29	9	0	58
5340	264	94	18	10	0	58
5341	264	65	32	11	0	58
5342	264	44	27	12	0	58
5343	264	103	27	13	0	58
5344	264	106	33	14	0	58
5345	264	101	31	15	0	57
5346	264	111	31	16	0	57
5347	264	30	22	NULL	0	60
5348	264	105	18	NULL	0	48
5349	264	77	6	NULL	0	32
5350	264	87	25	NULL	0	20
5351	264	100	33	NULL	0	12
5352	264	110	15	NULL	0	11
5353	264	81	29	NULL	0	5
5354	264	70	32	NULL	0	4
5355	264	84	1	NULL	0	0
5356	264	56	17	NULL	0	0
5357	264	92	30	NULL	0	0
5358	264	108	30	NULL	0	0
5359	265	77	6	1	10	45
5360	265	44	27	2	6	45
5361	265	103	27	3	4	45
5362	265	104	29	4	3	45
5363	265	81	29	5	2	45
5364	265	100	33	6	1	45
5365	265	106	33	7	0	44
5366	265	71	3	8	0	44
5367	265	111	31	NULL	0	39
5368	265	101	31	NULL	0	37
5369	265	30	22	NULL	0	20
5370	265	84	1	NULL	0	19
5371	265	14	3	NULL	0	17
5372	265	50	22	NULL	0	15
5373	265	79	25	NULL	0	6
5374	265	55	6	NULL	0	1
5375	265	87	25	NULL	0	0
5376	265	57	1	NULL	0	0
5377	265	49	15	NULL	0	0
5378	265	56	17	NULL	0	0
5379	265	22	17	NULL	0	0
5380	265	65	32	NULL	0	0
5381	265	110	15	NULL	0	0
5382	265	94	18	NULL	0	0
5383	265	70	32	NULL	0	0
5384	265	105	18	NULL	0	0
5385	265	92	30	NULL	0	0
5386	265	108	30	NULL	0	0
5387	266	30	22	1	10	77
5388	266	71	3	2	6	77
5389	266	50	22	3	4	77
5390	266	84	1	4	3	76
5391	266	87	25	5	2	76
5392	266	44	27	6	1	76
5393	266	105	18	7	0	75
5394	266	100	33	8	0	75
5395	266	106	33	9	0	75
5396	266	103	27	10	0	75
5397	266	101	31	11	0	74
5398	266	77	6	12	0	72
5399	266	70	32	13	0	72
5400	266	104	29	14	0	69
5401	266	14	3	NULL	0	59
5402	266	55	6	NULL	0	58
5403	266	94	18	NULL	0	58
5404	266	49	15	NULL	0	39
5405	266	65	32	NULL	0	34
5406	266	110	15	NULL	0	30
5407	266	81	29	NULL	0	30
5408	266	112	1	NULL	0	21
5409	266	111	31	NULL	0	9
5410	266	79	25	NULL	0	0
5411	266	56	17	NULL	0	0
5412	266	22	17	NULL	0	0
5413	266	92	30	NULL	0	0
5414	266	108	30	NULL	0	0
5415	267	71	3	1	10	44
5416	267	57	1	2	6	44
5417	267	50	22	3	4	44
5418	267	14	3	4	3	44
5419	267	87	25	5	2	43
5420	267	81	29	6	1	43
5421	267	44	27	7	0	43
5422	267	94	18	8	0	43
5423	267	105	18	9	0	43
5424	267	103	27	10	0	42
5425	267	111	31	11	0	42
5426	267	65	32	12	0	41
5427	267	56	17	13	0	40
5428	267	30	22	NULL	0	44
5429	267	104	29	NULL	0	33
5430	267	101	31	NULL	0	29
5431	267	110	15	NULL	0	27
5432	267	84	1	NULL	0	24
5433	267	22	17	NULL	0	19
5434	267	79	25	NULL	0	18
5435	267	113	32	NULL	0	15
5436	267	77	6	NULL	0	11
5437	267	112	33	NULL	0	11
5438	267	49	15	NULL	0	10
5439	267	100	33	NULL	0	3
5440	267	55	6	NULL	0	2
5441	267	92	30	NULL	0	0
5442	267	108	30	NULL	0	0
5443	268	71	3	1	10	53
5444	268	77	6	2	6	53
5445	268	57	1	3	4	53
5446	268	22	17	4	3	53
5447	268	84	1	5	2	53
5448	268	14	3	6	1	52
5449	268	103	27	7	0	52
5450	268	100	33	8	0	52
5451	268	109	22	9	0	52
5452	268	44	27	10	0	51
5453	268	101	31	NULL	0	46
5454	268	79	25	NULL	0	45
5455	268	104	29	NULL	0	43
5456	268	56	17	NULL	0	41
5457	268	87	25	NULL	0	39
5458	268	94	18	NULL	0	30
5459	268	105	18	NULL	0	28
5460	268	49	15	NULL	0	22
5461	268	110	15	NULL	0	20
5462	268	111	31	NULL	0	20
5463	268	114	33	NULL	0	18
5464	268	55	6	NULL	0	14
5465	268	65	32	NULL	0	13
5466	268	50	22	NULL	0	0
5467	268	70	32	NULL	0	0
5468	268	81	29	NULL	0	0
5469	268	92	30	NULL	0	0
5470	268	108	30	NULL	0	0
5471	269	71	3	1	10	71
5472	269	14	3	2	6	71
5473	269	57	1	3	4	71
5474	269	22	17	4	3	71
5475	269	50	22	5	2	71
5476	269	84	1	6	1	71
5477	269	56	17	7	0	70
5478	269	104	29	8	0	70
5479	269	81	29	9	0	70
5480	269	103	27	10	0	70
5481	269	65	32	11	0	70
5482	269	94	18	12	0	69
5483	269	105	18	13	0	69
5484	269	114	33	14	0	69
5485	269	111	31	15	0	67
5486	269	113	32	16	0	67
5487	269	44	27	NULL	0	70
5488	269	87	25	NULL	0	61
5489	269	109	22	NULL	0	60
5490	269	110	15	NULL	0	54
5491	269	55	6	NULL	0	38
5492	269	101	31	NULL	0	36
5493	269	49	15	NULL	0	31
5494	269	100	33	NULL	0	27
5495	269	79	25	NULL	0	26
5496	269	77	6	NULL	0	7
5497	269	92	30	NULL	0	0
5498	269	108	30	NULL	0	0
5499	270	30	22	1	10	69
5500	270	71	3	2	6	69
5501	270	57	1	3	4	69
5502	270	56	17	4	3	69
5503	270	77	6	5	2	68
5504	270	49	15	6	1	68
5505	270	79	25	7	0	68
5506	270	65	27	8	0	68
5507	270	44	27	9	0	68
5508	270	55	6	10	0	68
5509	270	81	29	11	0	68
5510	270	22	17	12	0	68
5511	270	87	25	13	0	68
5512	270	105	18	14	0	67
5513	270	94	18	15	0	67
5514	270	70	32	16	0	67
5515	270	104	29	17	0	66
5516	270	103	32	18	0	66
5517	270	93	31	19	0	64
5518	270	95	3	NULL	0	47
5519	270	101	31	NULL	0	42
5520	270	110	15	NULL	0	37
5521	270	100	33	NULL	0	37
5522	270	50	22	NULL	0	15
5523	270	115	33	NULL	0	10
5524	270	84	1	NULL	0	8
5525	270	92	30	NULL	0	0
5526	270	108	30	NULL	0	0
5527	271	71	3	1	10	50
5528	271	30	22	2	6	50
5529	271	55	6	3	4	50
5530	271	95	3	4	3	50
5531	271	56	17	5	2	50
5532	271	49	15	6	1	50
5533	271	57	1	7	0	50
5534	271	104	29	8	0	49
5535	271	100	33	9	0	49
5536	271	63	32	10	0	49
5537	271	44	27	11	0	49
5538	271	101	31	12	0	48
5539	271	70	32	13	0	48
5540	271	87	25	NULL	0	26
5541	271	22	17	NULL	0	16
5542	271	84	1	NULL	0	13
5543	271	81	29	NULL	0	13
5544	271	77	6	NULL	0	10
5545	271	116	27	NULL	0	10
5546	271	94	18	NULL	0	10
5547	271	105	18	NULL	0	10
5548	271	65	22	NULL	0	3
5549	271	79	25	NULL	0	3
5550	271	89	31	NULL	0	3
5551	271	109	15	NULL	0	0
5552	271	115	33	NULL	0	0
5553	271	92	30	NULL	0	0
5554	271	108	30	NULL	0	0
5555	272	95	3	1	10	81
5556	272	77	6	2	6	81
5557	272	84	1	3	4	81
5558	272	22	17	4	3	81
5559	272	44	27	5	2	80
5560	272	55	6	6	1	80
5561	272	49	15	7	0	80
5562	272	104	29	8	0	80
5563	272	94	18	9	0	79
5564	272	109	15	10	0	79
5565	272	116	27	11	0	79
5566	272	57	1	12	0	76
5567	272	105	18	NULL	0	69
5568	272	87	25	NULL	0	66
5569	272	98	33	NULL	0	56
5570	272	63	32	NULL	0	49
5571	272	101	31	NULL	0	49
5572	272	70	32	NULL	0	40
5573	272	71	3	NULL	0	35
5574	272	30	22	NULL	0	35
5575	272	93	31	NULL	0	21
5576	272	79	25	NULL	0	19
5577	272	115	33	NULL	0	18
5578	272	81	29	NULL	0	17
5579	272	56	17	NULL	0	15
5580	272	65	22	NULL	0	13
5581	272	92	30	NULL	0	0
5582	272	108	30	NULL	0	0
5583	273	117	3	1	10	72
5584	273	102	1	2	6	72
5585	273	87	27	3	4	71
5586	273	104	18	4	3	71
5587	273	109	15	5	2	70
5588	273	77	6	6	1	69
5589	273	118	29	7	0	69
5590	273	84	27	NULL	0	57
5591	273	105	26	NULL	0	55
5592	273	100	33	NULL	0	51
5593	273	119	22	NULL	0	46
5594	273	30	22	NULL	0	39
5595	273	65	32	NULL	0	38
5596	273	91	15	NULL	0	33
5597	273	22	17	NULL	0	31
5598	273	55	6	NULL	0	30
5599	273	112	33	NULL	0	27
5600	273	120	18	NULL	0	21
5601	273	88	29	NULL	0	21
5602	273	69	26	NULL	0	20
5603	273	71	3	NULL	0	16
5604	273	70	32	NULL	0	16
5605	273	121	1	NULL	0	4
5606	273	122	17	NULL	0	2
5607	273	79	25	NULL	0	1
5608	273	110	25	NULL	0	0
5609	274	102	1	1	10	71
5610	274	71	3	2	6	71
5611	274	30	22	3	4	71
5612	274	65	32	4	3	71
5613	274	87	27	5	2	71
5614	274	70	32	6	1	70
5615	274	112	33	7	0	70
5616	274	55	6	8	0	70
5617	274	118	29	9	0	69
5618	274	100	33	10	0	69
5619	274	105	26	11	0	68
5620	274	69	26	12	0	68
5621	274	91	15	NULL	0	61
5622	274	109	15	NULL	0	52
5623	274	110	25	NULL	0	48
5624	274	117	3	NULL	0	29
5625	274	104	18	NULL	0	28
5626	274	88	29	NULL	0	27
5627	274	79	25	NULL	0	26
5628	274	22	17	NULL	0	13
5629	274	119	22	NULL	0	3
5630	274	121	1	NULL	0	0
5631	274	77	6	NULL	0	0
5632	274	84	27	NULL	0	0
5633	274	120	18	NULL	0	0
5634	274	122	17	NULL	0	0
5635	275	102	1	1	10	76
5636	275	71	3	2	6	76
5637	275	117	3	3	4	75
5638	275	65	32	4	3	75
5639	275	119	22	5	2	74
5640	275	120	18	6	1	74
5641	275	104	18	7	0	73
5642	275	70	32	8	0	72
5643	275	100	33	9	0	72
5644	275	22	17	10	0	70
5645	275	105	26	11	0	70
5646	275	118	29	NULL	0	66
5647	275	123	17	NULL	0	61
5648	275	110	25	NULL	0	55
5649	275	55	6	NULL	0	36
5650	275	88	29	NULL	0	29
5651	275	112	33	NULL	0	27
5652	275	30	22	NULL	0	22
5653	275	87	27	NULL	0	20
5654	275	77	6	NULL	0	19
5655	275	109	15	NULL	0	13
5656	275	79	25	NULL	0	11
5657	275	84	27	NULL	0	7
5658	275	91	15	NULL	0	0
5659	275	121	1	NULL	0	0
5660	275	69	26	NULL	0	0
5661	276	117	3	1	10	61
5662	276	30	22	2	6	61
5663	276	84	27	3	4	60
5664	276	109	15	4	3	59
5665	276	112	33	5	2	59
5666	276	120	18	6	1	59
5667	276	69	26	7	0	58
5668	276	65	32	8	0	57
5669	276	88	29	9	0	54
5670	276	70	32	NULL	0	53
5671	276	91	15	NULL	0	48
5672	276	102	1	NULL	0	42
5673	276	55	6	NULL	0	40
5674	276	104	18	NULL	0	36
5675	276	121	1	NULL	0	32
5676	276	118	29	NULL	0	29
5677	276	79	25	NULL	0	22
5678	276	71	3	NULL	0	20
5679	276	100	33	NULL	0	18
5680	276	110	25	NULL	0	18
5681	276	22	17	NULL	0	17
5682	276	77	6	NULL	0	8
5683	276	123	17	NULL	0	1
5684	276	87	27	NULL	0	0
5685	276	119	22	NULL	0	0
5686	276	105	26	NULL	0	0
5687	277	117	3	1	10	65
5688	277	102	1	2	6	65
5689	277	30	22	3	4	65
5690	277	119	22	4	3	64
5691	277	121	1	5	2	64
5692	277	77	6	6	1	63
5693	277	87	27	7	0	63
5694	277	104	18	8	0	63
5695	277	100	33	9	0	63
5696	277	88	29	10	0	63
5697	277	123	17	11	0	62
5698	277	22	17	12	0	62
5699	277	118	29	13	0	62
5700	277	70	32	14	0	60
5701	277	109	15	NULL	0	53
5702	277	69	26	NULL	0	43
5703	277	91	15	NULL	0	42
5704	277	110	25	NULL	0	42
5705	277	71	3	NULL	0	41
5706	277	55	6	NULL	0	40
5707	277	120	18	NULL	0	37
5708	277	112	33	NULL	0	26
5709	277	84	27	NULL	0	11
5710	277	79	25	NULL	0	11
5711	277	65	32	NULL	0	2
5712	277	105	26	NULL	0	0
5713	278	102	1	1	10	78
5714	278	71	3	2	6	78
5715	278	55	6	3	4	78
5716	278	117	3	4	3	77
5717	278	104	18	5	2	76
5718	278	84	27	6	1	76
5719	278	70	32	7	0	76
5720	278	121	1	8	0	76
5721	278	22	17	9	0	76
5722	278	110	25	10	0	76
5723	278	120	18	11	0	75
5724	278	112	33	12	0	75
5725	278	91	15	13	0	74
5726	278	77	6	14	0	70
5727	278	65	32	NULL	0	61
5728	278	119	22	NULL	0	53
5729	278	100	33	NULL	0	51
5730	278	88	29	NULL	0	46
5731	278	118	29	NULL	0	43
5732	278	30	22	NULL	0	32
5733	278	79	25	NULL	0	31
5734	278	105	26	NULL	0	28
5735	278	109	15	NULL	0	23
5736	278	123	17	NULL	0	12
5737	278	87	27	NULL	0	3
5738	278	69	26	NULL	0	0
5739	279	117	3	1	10	69
5740	279	30	22	2	6	69
5741	279	71	3	3	4	69
5742	279	77	6	4	3	68
5743	279	84	27	5	2	68
5744	279	91	15	6	1	68
5745	279	109	15	7	0	68
5746	279	100	33	8	0	68
5747	279	104	18	9	0	67
5748	279	65	32	10	0	67
5749	279	70	32	11	0	67
5750	279	123	17	12	0	67
5751	279	88	29	13	0	66
5752	279	121	1	14	0	66
5753	279	69	26	15	0	65
5754	279	118	29	16	0	65
5755	279	79	25	17	0	64
5756	279	102	1	18	0	62
5757	279	119	22	NULL	0	52
5758	279	110	25	NULL	0	45
5759	279	120	18	NULL	0	33
5760	279	55	6	NULL	0	33
5761	279	87	27	NULL	0	13
5762	279	22	17	NULL	0	10
5763	279	112	33	NULL	0	8
5764	279	105	26	NULL	0	0
5765	280	117	3	1	10	72
5766	280	71	3	2	6	72
5767	280	30	22	3	4	72
5768	280	102	1	4	3	72
